Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Andorra,AND,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,7.9,7.4,6.9,6.4,6,5.7,5.3,5,4.8,4.6,4.4,4.2,4.1,4,3.9,3.7,3.6,3.5,3.4,3.3,3.2,3.1,3,2.9,2.8
Andorra,AND,Improved sanitation facilities (% of population with access),SH.STA.ACSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Andorra,AND,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,45.7,45.8,46.1,46.6,46.8,47.3,,,,,,
Andorra,AND,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Debt forgiveness grants (current US$),DT.DOD.MDRI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Afghanistan,AFG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,17180000,34670000,16930000,36670000,46170000,53930000,50360000,40600000,29240000,27250000,27610000,44440000,55180000,55950000,49180000,69450000,71430000,85610000,82520000,105470000,33010000,23910000,9330000,13280000,6500000,16320000,1910000,45280000,72360000,148320000,121720000,507530000,204900000,223800000,226420000,212530000,169630000,230750000,164200000,142860000,136010000,410360000,1309770000,1593670000,2311490000,2837620000,2961670000,4964720000,4875670000,6235400000,6471940000,6865890000,6666890000,5262380000,4823290000,
Afghanistan,AFG,Net official development assistance and official aid received (constant 2013 US$),DT.ODA.ALLD.KD,111930000,230410000,115030000,232310000,302220000,384020000,352540000,266680000,188790000,170590000,163810000,240300000,268800000,247760000,206720000,258770000,257910000,290820000,245260000,279050000,81280000,62960000,26330000,43670000,20340000,46200000,7990000,83260000,129060000,262590000,196260000,785750000,310850000,354010000,348910000,299470000,241080000,363950000,263140000,223410000,239820000,755160000,2014020000,2128190000,2809430000,3354560000,3399170000,5367760000,5083180000,6615580000,6693580000,6784940000,6599790000,5261810000,4800780000,
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112598381,0.865196277,2.498055472,4.826865367,9.833164022,17.71624331,29.22037376,37.89493697,45.77817474,60.32631999,65.45219346,70.66135885,74.88284241,
Afghanistan,AFG,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,16.80869,,,17.4348,19.12658,,26.71749,33.22001,13.50134,,18.40089,19.15854,,,,,,,,29.55384,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,27.3,27.3,27.7,27.7,27.3,27.7,27.7,27.7,27.7,27.7,27.7
Afghanistan,AFG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Afghanistan,AFG,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,,356.5,350.6,345,339.7,334.1,328.7,323.3,318.1,313,307.8,302.1,296.4,290.8,284.9,279.4,273.6,267.8,261.6,255.5,249.1,242.7,236.2,229.7,222.9,216,209.2,202.1,195,187.8,181,174.2,167.8,162,156.8,152.3,148.6,145.5,142.6,139.9,137,133.8,130.3,126.8,123.2,119.6,116.3,113.2,110.4,107.6,105,102.3,99.5,96.7,93.9,91.1
Afghanistan,AFG,Improved sanitation facilities (% of population with access),SH.STA.ACSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,20.5,20.5,20.6,20.6,21.1,21.7,22.2,22.8,23.4,23.9,24.5,25.1,25.7,26.3,26.9,27.4,28,28.7,29.3,29.9,30.5,31.1,31.8,31.9
Afghanistan,AFG,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,,,16.1,,,30.3,,36,,59.6,47.9,,,,
Afghanistan,AFG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.90000153,,,,,,,32.90000153,,,,,,,,,,,
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,17.8,18.5,25.9,18,17.6,18.4,,,,,,,
Afghanistan,AFG,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,33.105,33.557,34.001,34.44,34.875,35.307,35.738,36.17,36.603,37.042,37.487,37.94,38.402,38.875,39.363,39.866,40.386,40.923,41.482,42.066,42.685,43.349,44.061,44.819,45.619,46.458,47.332,48.227,49.126,50.013,50.867,51.671,52.416,53.098,53.713,54.257,54.734,55.159,55.548,55.911,56.265,56.62,56.983,57.357,57.747,58.151,58.564,58.975,59.379,59.772,60.154,60.527,60.893,61.256,61.615,
Afghanistan,AFG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,31.589,32.035,32.476,32.913,33.348,33.781,34.214,34.646,35.079,35.516,35.956,36.403,36.856,37.32,37.797,38.291,38.804,39.336,39.892,40.474,41.089,41.744,42.44,43.173,43.94,44.738,45.565,46.41,47.259,48.096,48.903,49.66,50.36,50.997,51.568,52.075,52.524,52.931,53.312,53.678,54.041,54.409,54.785,55.167,55.559,55.957,56.355,56.747,57.126,57.491,57.844,58.186,58.524,58.859,59.193,
Afghanistan,AFG,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.30661473,48.39667887,48.48130926,48.56058639,48.63462486,48.70355955,48.76688875,48.82475937,48.87841174,48.92926962,48.9778931,49.02446117,49.06783332,49.10575276,49.13553618,49.15561958,49.16660828,49.16951321,49.16399995,49.14950593,49.12563472,49.0886112,49.03770829,48.97968458,48.92648988,48.88777763,48.87475239,48.88354419,48.891143,48.86531257,48.78973977,48.66183443,48.50744564,48.365418,48.2702579,48.23412961,48.25848025,48.32721623,48.41249862,48.4776993,48.49980763,48.47107519,48.40785944,48.3381442,48.29440188,48.29363571,48.34038719,48.42122962,48.51290907,48.58481868,48.6176717,48.60675076,48.56403832,48.50709036,48.45808898,
Angola,AGO,Debt forgiveness grants (current US$),DT.DOD.MDRI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Angola,AGO,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-50000,23550000,,30000,,1110000,2860000,18180000,10000,-110000,-30000,0,90000,160000,370000,4760000,17480000,47500000,46870000,47060000,52440000,60220000,59070000,73880000,93410000,90490000,130250000,134430000,157030000,167060000,265770000,277080000,343590000,289390000,447070000,416420000,459310000,354660000,335270000,387540000,302210000,282730000,414030000,493730000,1144460000,414570000,163520000,247670000,368820000,238710000,236940000,192750000,241400000,282710000,231280000,
Angola,AGO,Net official development assistance and official aid received (constant 2013 US$),DT.ODA.ALLD.KD,-400000,303100000,,260000,,13320000,30790000,195800000,90000,-1090000,-450000,-80000,700000,1060000,1780000,19420000,65850000,164380000,137920000,119120000,122070000,154070000,163970000,215710000,280450000,267560000,305830000,264470000,295980000,321670000,438350000,441270000,504220000,472530000,695900000,603250000,665940000,564770000,533310000,607480000,495980000,481720000,637100000,659190000,1413540000,496420000,196530000,267150000,374440000,257030000,244420000,191740000,243010000,282230000,230340000,
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009672748,0.015532086,0.016472597,0.026485822,0.055130843,0.07474762,0.177638088,0.185322296,0.521366177,0.940444726,2.269621281,4.63174063,9.738161173,17.83989624,28.01098233,36.98368954,42.84657348,48.10120904,59.82618856,61.40627578,61.87329711,63.4792082,
Angola,AGO,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,45.05037,39.69404,,,,,,,,,31.45512,,,,,,,,,,,,,,,,,42.18664,41.63849,42.77253,49.72513,,,,
Angola,AGO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,9.5,15.5,15.5,15.5,15.5,15.5,15.5,15,15,15,15,37.3,38.6,38.6,38.2,34.1,34.1,36.8,36.8
Angola,AGO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6,0.7,0.8,0.9,1,1.1,1.3,1.4,1.5,1.6,1.8,1.9,1.9,2,2.1,2.1,2.2,2.3,2.3,2.3,2.4,2.4,2.4,2.4,
Angola,AGO,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,,,,,,,,,,,,,,,,,,,,,234.1,232.8,231.5,230.2,229.1,228.3,227.5,226.9,226.5,226.2,226,225.9,226,225.8,225.5,224.8,224,222.6,220.8,218.9,216.7,214.1,211.7,209.2,206.7,203.9,200.5,196.4,192,187.3,182.5,177.3,172.2,167.1,162.2,156.9
Angola,AGO,Improved sanitation facilities (% of population with access),SH.STA.ACSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,22.8,23.1,23.5,24.2,25.5,26.8,28.1,29.4,30.8,32.1,33.5,34.8,36.2,37.6,39,40.4,41.8,43.3,44.7,46.2,47.6,49.1,50.6,51.1,51.6
Angola,AGO,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6,,,,,,79.8,,,,,,,,
Angola,AGO,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,27.5,,,,,,15.60000038,,,,,,,,
Angola,AGO,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,,,,,,,,5.43,,,,,,,
Angola,AGO,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,
Angola,AGO,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,34.504,34.91,35.317,35.723,36.13,36.537,36.945,37.355,37.766,38.175,38.585,38.995,39.405,39.809,40.198,40.559,40.876,41.141,41.355,41.522,41.661,41.794,41.941,42.114,42.315,42.53,42.736,42.911,43.045,43.139,43.203,43.25,43.307,43.402,43.554,43.796,44.155,44.632,45.215,45.888,46.621,47.374,48.109,48.793,49.41,49.954,50.433,50.875,51.301,51.72,52.138,52.558,52.976,53.392,53.805,
Angola,AGO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,31.538,31.935,32.331,32.727,33.124,33.521,33.919,34.319,34.72,35.12,35.52,35.922,36.324,36.72,37.105,37.468,37.801,38.096,38.35,38.561,38.729,38.855,38.948,39.018,39.072,39.109,39.127,39.129,39.126,39.134,39.172,39.26,39.414,39.646,39.966,40.39,40.927,41.567,42.285,43.059,43.856,44.639,45.381,46.06,46.664,47.191,47.649,48.065,48.463,48.852,49.241,49.632,50.024,50.413,50.802,
Angola,AGO,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,,,,42.5,,,,
Angola,AGO,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.98673002,50.98393285,50.98037745,50.97604876,50.97093899,50.9650175,50.95827319,50.95076483,50.94261645,50.9340122,50.92508787,50.91591723,50.90644657,50.896527,50.88597233,50.87463175,50.86300337,50.85123685,50.83859446,50.82422951,50.80792017,50.78936685,50.76972371,50.75173725,50.73853473,50.73176984,50.73133673,50.73578766,50.74356296,50.75262046,50.76126878,50.76930935,50.77637543,50.78069462,50.7803584,50.77430489,50.76230112,50.74510929,50.72399986,50.70073702,50.67671459,50.65241832,50.6279386,50.60371527,50.58004683,50.55710558,50.53501969,50.51388124,50.49371163,50.4745176,50.45629222,50.43906526,50.42281828,50.40744702,50.39282182,
Albania,ALB,Debt forgiveness grants (current US$),DT.DOD.MDRI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Albania,ALB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560000,10340000,11050000,331950000,409640000,270680000,163100000,180600000,226550000,168110000,268620000,488150000,317850000,268530000,307420000,354500000,299950000,319140000,321780000,307190000,363270000,356960000,364190000,380980000,350290000,269400000,280050000,
Albania,ALB,Net official development assistance and official aid received (constant 2013 US$),DT.ODA.ALLD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9700000,19160000,17280000,503300000,609120000,427900000,236380000,240830000,310700000,250500000,404880000,756490000,518500000,448260000,476980000,482290000,370600000,383330000,376130000,326840000,361240000,363140000,378850000,372140000,361610000,269220000,280090000,
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068840778,0.099059921,0.168397958,0.331772024,0.901406013,11.94887288,26.07553141,33.95706284,39.16395669,47.87802749,60.06734238,73.35038415,58.91235149,78.1845877,85.468247,98.29153459,110.6865316,116.1572081,105.4699657,
Albania,ALB,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.02439,,,,97.10421,96.88066,,94.08103,92.96963,,,97.80806,95.13124,94.08693,92.84414,98.04717,103.61884,94.52274,107.82132,
Albania,ALB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,,,,,,,,5.2,5.2,5.7,5.7,5.7,6.4,7.1,7.1,7.1,7.1,16.4,16.4,15.7,15.7,17.9,20,20.7
Albania,ALB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,,,,,,,,,,,,,,,,,,,91.1,84.7,78.6,73,67.8,62.8,58.3,54.3,50.7,47.6,44.9,42.5,40.6,38.8,37.3,36,34.6,33.2,31.8,30.3,28.9,27.5,26.2,24.9,23.6,22.5,21.5,20.5,19.5,18.7,17.9,17.3,16.6,16,15.5,14.9,14.4,14
Albania,ALB,Improved sanitation facilities (% of population with access),SH.STA.ACSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1,78.2,78.3,78.4,78.6,79.4,80.2,81,81.8,82.6,83.4,84.2,85,85.8,86.6,87.4,88.1,88.9,89.6,90.2,90.9,91.5,92.1,92.7,93.2,93.2
Albania,ALB,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3,,90.6,,,97.1,,,,97.3,,,,,,
Albania,ALB,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.099999905,,,17,,,,,6.599999905,,,,6.300000191,,,,,,
Albania,ALB,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,,,,,,8.19,,,8.4,,,8.87,,,,8.85,,,
Albania,ALB,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,28.9,26.9,31.6,33,,,,,,36.1,,39.2,37.1,41.4,,
Albania,ALB,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,,59.20000076,62.79999924,58.09999847,,
