Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Angola,AGO,"Access to non-solid fuel, urban (% of urban population)",EG.NSF.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.95014589,,67.3851857,,,
Angola,AGO,Access to non-solid fuel (% of population),EG.NSF.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.051091194,,,,,,,,,,20.93213797,,,,,,,,,,40.49643278,,44.29522157,,,
Angola,AGO,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.351166059,1.410645793,1.694729788,1.748593374,1.982569886,0.903806309,0.916739309,1.028037849,1.065821929,1.121397344,1.114046147,1.197733519,1.067446156,1.098589514,1.208084947,1.194329205,1.166167561,1.120664063,1.110308595,1.059805315,1.102117333,1.192545009,1.220019931,1.210327457,1.209579684,1.199898397,1.103286533,1.32972749,1.060909426,1.045948968,1.109611533,1.183886341,1.185303419,1.612143889,2.089218477,2.280159459,1.993386075,2.304525651,2.089297763,2.373669117,2.459111093,2.189673248,2.38068198,,
Angola,AGO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,15.83419637,21.26080568,20.10694102,20.92610423,17.82626379,16.82224471,14.22482628,20.38402901,19.95565663,19.96306424,19.15939481,16.61654958,17.62340548,17.06524881,20.30757411,19.89128882,20.38423602,22.0179649,22.10325106,25.48038842,25.48286109,24.09807593,24.96466182,24.43968302,22.62156237,23.17553601,23.38647827,21.50755447,23.87169018,24.18278236,25.40796258,26.62325501,29.85527273,29.47746721,24.98344414,29.13214857,31.8019257,34.644761,38.07143786,38.95652564,39.55758379,44.17870492,41.3195878,,
Angola,AGO,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.90389089,,,,
Angola,AGO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,598.1609735,629.3019344,611.9342865,609.474578,579.8115018,557.921712,535.2524622,572.3569318,563.0957432,555.6605922,540.5029448,514.4159343,510.1213706,498.1260822,512.0682378,503.5752267,502.5984589,510.1505903,508.213295,528.686622,525.1002578,511.2370517,512.2705663,502.7825076,490.6141888,493.8413667,494.1744842,483.2027156,496.3017694,497.9630296,506.4784331,515.4034564,539.4461038,539.7586077,509.9234397,542.1086692,561.5501055,589.4201217,620.6387463,632.2481189,638.6421457,689.0509376,654.9054806,,
Angola,AGO,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,0.15,,0.13,,0.29,,0.36,,0.39,,0.43,,0.42,,0.51,
Angola,AGO,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,0.3,,0.19,,0.39,,0.5,,0.53,,0.65,,0.63,,0.76,
Albania,ALB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Albania,ALB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Albania,ALB,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.379780434,3.512408612,4.592940228,5.259455975,5.470072877,6.735691226,7.01138392,7.450723245,7.610375794,6.559169981,7.087306106,7.738932512,7.419056541,7.995601223,7.901166238,8.615972764,10.25196343,11.26463395,12.58115096,12.9286941,12.84075352,12.51408067,15.10509754,13.00628031,,
Albania,ALB,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.291521805,5.322025561,6.804150409,7.610478151,7.750305819,9.348524827,9.556698493,9.984641901,10.08909817,8.564447829,9.048153873,9.659925877,9.120635702,9.637240352,9.26855672,9.79199792,10.84558211,11.73326332,12.40127288,12.44659371,12.93717375,12.51408067,14.27535448,12.38276324,,
Albania,ALB,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,,,,,,,,,,,,-41.6994117,-53.63423469,-72.51852533,-49.21827292,-47.19517469,-41.39046544,-37.40696475,-34.85332288,-50.54397482,-12.25824557,-0.076429153,1.129029561,0.851841943,-2.264095057,-3.815861525,-3.311195772,-2.519563775,0.420610678,-0.656852073,7.965058353,-2.783623831,-3.376250651,-0.097755971,9.330732278,6.635916345,6.291302509,8.699857038,16.62267231,38.72002244,44.07275441,50.47197407,51.95458061,49.01463468,46.00381618,47.76617095,40.90913939,47.99839144,44.13909429,40.88153512,23.23057119,33.71620199,16.05670532,12.28459716,,
Albania,ALB,"Access to non-solid fuel, rural (% of rural population)",EG.NSF.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.29364085,,41.69663191,,,
Albania,ALB,"Access to non-solid fuel, urban (% of urban population)",EG.NSF.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.37234192,,79.14535011,,,
Albania,ALB,Access to non-solid fuel (% of population),EG.NSF.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.13437414,,,,,,,,,,50.57795644,,,,,,,,,,60.26361883,,62.08641231,,,
Albania,ALB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,3.504445756,3.986335214,5.532737638,6.123031306,6.91916246,7.459715709,8.148727192,7.956728351,10.26375916,8.259654631,9.727009603,9.985082751,9.675467522,7.964705003,6.741081812,11.98675178,10.13453855,8.669958512,9.1478928,9.163726865,16.16902474,20.42684655,21.41494442,22.91392142,27.19568051,34.70792219,35.71220329,32.39909112,26.06951558,22.46748673,17.22490803,15.41760621,21.42521786,21.77019242,21.42897686,22.75383902,12.18660252,16.2117812,21.45833983,31.14996349,16.40336439,21.01829507,26.32057608,,
Albania,ALB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,74.66070329,77.17411066,74.36663392,75.39746305,75.74642476,76.19391974,75.88187791,78.02470364,75.01181305,80.92879279,78.03791049,77.83653444,78.87594412,81.09747747,81.43376238,77.05831274,78.63751137,80.38140353,79.69381231,76.59397508,69.82499607,56.07929065,53.47897796,54.8469148,49.54164119,45.45376374,41.44934024,44.09452255,57.1696779,58.01717973,59.97248197,62.37997588,64.52837122,65.57827326,66.48668055,63.55055644,65.12239247,63.13431891,62.92898952,63.00600711,61.7657482,57.63236243,56.37733838,,
Albania,ALB,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.9815514,187.8983835,146.9691203,131.3977887,129.0271666,106.9687484,104.638647,100.1538172,99.11688668,116.7617598,110.5197827,103.5204631,109.6414803,103.7641444,107.8916632,102.1242047,92.20344193,85.22778127,80.63688381,80.34326684,77.29663519,79.90998508,70.05079987,80.75741904,,
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,785.1615259,865.5924812,762.7253617,776.934749,826.952081,890.9533599,923.7288675,1010.819221,864.1994597,1149.536096,989.2001485,966.6832838,1000.122013,1018.263142,916.5551906,963.9271695,921.893044,927.7445187,896.4377624,813.2556955,572.781844,418.2866298,412.3788805,441.2492954,417.034843,447.8488703,384.5949583,417.5213279,561.8011321,570.8454474,582.5915724,645.0801538,648.1683871,715.4144831,719.5843781,689.3004521,679.8617651,697.0041197,722.5838671,724.5629194,770.3402667,685.8991708,800.3714408,,
Albania,ALB,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,0.3,,0.51,,1.02,,1.29,,1.31,,1.4,,1.79,,1.71,
Albania,ALB,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,0.57,,0.8,,1.23,,1.44,,1.36,,1.46,,1.81,,1.76,
Arab World,ARB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6806359,,,,,,,,,,65.86905526,,,,,,,,,,71.96990341,,73.90983282,,,
Arab World,ARB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.84235365,,,,,,,,,,91.65461793,,,,,,,,,,93.82846277,,95.15140738,,,
Arab World,ARB,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.528221632,6.155427208,6.077656242,6.032053926,6.009592101,6.179031087,6.318749585,6.568431656,6.953645376,7.164412437,7.348311213,7.259812701,7.047843017,7.293036417,7.729885859,8.040076521,8.353495055,8.649431414,8.706919542,8.435024005,8.41418224,8.793028934,8.774047067,9.067267407,,
Arab World,ARB,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.10039905,9.216831802,8.897557095,8.625571395,8.414382729,8.474865902,8.511122085,8.698558459,9.109831068,9.244482421,9.270813991,8.955084545,8.562176775,8.686833276,8.960774188,9.029812171,9.102169692,9.180310151,9.063535315,8.714323944,8.587903758,8.793028934,8.619311025,8.776584398,,
Arab World,ARB,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,,,,,,,,,,,,-1481.225934,-1538.862452,-1585.596635,-1463.398037,-1237.351794,-1290.917849,-1206.171205,-1024.206066,-970.2874477,-795.8969039,-570.501229,-376.9060915,-307.4843836,-308.0689418,-258.7150187,-303.0907059,-276.1334554,-296.5638902,-301.115249,-332.4878012,-316.3654322,-307.7741275,-300.543152,-281.9796871,-279.4535941,-268.7260541,-276.2332225,-290.9897418,-281.9511917,-293.9941149,-269.0199713,-236.4970235,-254.1667795,-255.8037953,-253.4777238,-240.3207804,-225.2424233,-215.3281999,-182.6105163,-178.4650034,-186.395629,-182.1002185,-178.144741,,
Arab World,ARB,"Access to non-solid fuel, rural (% of rural population)",EG.NSF.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.55259791,,75.00588997,,,
Arab World,ARB,"Access to non-solid fuel, urban (% of urban population)",EG.NSF.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.54157379,,94.97005375,,,
Arab World,ARB,Access to non-solid fuel (% of population),EG.NSF.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.22351024,,,,,,,,,,81.56520904,,,,,,,,,,86.00366631,,86.58520561,,,
Arab World,ARB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.39955593,1.423152236,1.240703072,1.387697456,1.371841319,1.442187141,1.507564938,1.386473964,1.244366852,1.112111448,0.970850836,0.874440237,0.750291758,0.761582099,0.697011137,0.661179472,0.690019509,0.635704198,0.642997531,0.702413531,0.625405594,0.545271661,0.519547213,0.511509373,0.498480692,0.521575841,0.522270595,0.517348168,0.545090192,0.520236651,0.536940592,0.440770228,0.476702334,0.471971251,0.550709443,0.514910829,0.526518273,0.431939673,0.427166657,0.513124382,0.501567784,0.501920694,0.535504489,,
Arab World,ARB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,82.22344884,83.03812271,84.60262362,85.50446305,85.78548008,86.8463538,87.50114566,88.76445871,90.27948876,91.35921468,91.56455578,92.24501113,93.26351052,93.36841441,92.84077833,93.40539229,93.66531041,94.28504895,94.39974645,93.69927096,92.95286455,94.16444249,94.47062823,94.16067709,94.87016331,94.78905266,95.00872771,94.86740648,94.65603511,95.14724616,95.17623974,95.21375452,95.30144656,95.30912751,95.75023015,95.81856093,96.27132846,96.54460328,96.66296897,96.352318,96.49200644,96.62128207,97.13536531,,
Arab World,ARB,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00598929,108.4971519,112.3903999,115.9343485,118.8441306,117.9959673,117.4933211,114.9615772,109.7715196,108.1726325,107.8653936,111.6684041,116.79273,115.1167483,111.5975003,110.7442747,109.8639153,108.9287817,110.3322231,114.7535949,116.4428513,113.7264539,116.0185538,113.9395412,,
Arab World,ARB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,407.8871981,412.5465658,443.0425223,460.0040171,484.4815091,525.4329844,561.8152673,627.247973,728.7335519,791.9104745,884.6034313,955.7880631,999.1150803,989.5475,1012.241965,1032.162475,1087.075378,1148.746763,1175.326014,1077.537598,1093.362519,1148.197877,1180.393306,1211.49132,1264.846474,1294.67819,1307.366766,1300.114888,1284.325318,1294.789949,1344.44939,1395.386792,1391.655554,1440.453276,1490.58203,1543.95638,1579.377278,1664.643933,1714.533766,1776.663722,1738.37189,1838.424771,1811.054451,,
Arab World,ARB,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,,0.21,,0.19,,0.24,,0.39,,0.49,,0.44,,0.42,,0.64,
Arab World,ARB,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,0.28,,0.295,,0.32,,0.37,,0.49,,0.55,,0.58,,0.825,
United Arab Emirates,ARE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.20329,,,,,,,,,,86.9258,,,,,,,,,,90.1,,92.8546,,,
United Arab Emirates,ARE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.55926273,,,,,,,,,,91.87791626,,,,,,,,,,94.859525,,98.57802417,,,
United Arab Emirates,ARE,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.564766528,5.949180583,6.606426957,6.5120173,6.416110809,6.576295246,6.271072773,6.990283277,6.824743356,7.010163351,7.635569881,7.193065397,6.887974268,7.711930597,8.245956726,8.697829681,9.269708192,9.040610116,8.192402709,7.596102871,7.585713852,7.824070073,8.095955228,8.335893191,,
United Arab Emirates,ARE,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15694094,8.908008322,9.671665969,9.311897876,8.98357344,9.019734577,8.446903182,9.257215559,8.940959121,9.045449636,9.633226741,8.872750774,8.367957851,9.18578374,9.559022932,9.768534928,10.10049762,9.595498345,8.527945033,7.847624511,7.742330584,7.824070073,7.953177779,8.068656944,,
